pfam_id,ppa_locus,evalue_full_seq,Description
14-3-3|PF00244.21,ppa_stranded_DN29292_c0_g1_i1,1.20E-99,14-3-3
TTR-52|PF01060.24,PPA40022,2.40E-27,Transthyretin-like
TTR-52|PF01060.24,PPA40153,0.00014,Transthyretin-like
TTR-52|PF01060.24,PPA40657,1.30E-17,Transthyretin-like
TTR-52|PF01060.24,PPA41826,4.10E-14,Transthyretin-like
TTR-52|PF01060.24,PPA41962,2.10E-17,Transthyretin-like
TTR-52|PF01060.24,PPA42547,6.00E-19,Transthyretin-like
TTR-52|PF01060.24,PPA43154,2.00E-17,Transthyretin-like
TTR-52|PF01060.24,PPA44508,5.10E-08,Transthyretin-like
TTR-52|PF01060.24,PPA45678,1.70E-21,Transthyretin-like
Tub|PF01167.19,ppa_stranded_DN23160_c0_g1_i1,3.50E-80,Tub
Tub|PF01167.19,PPA35635,6.10E-18,Tub
Tubulin_C|PF03953.18,PPA12065,1.50E-46,Tubulin
Tubulin-binding|PF00418.20,PPA40086,6.10E-30,Tau
Tubulin|PF00091.26,ppa_stranded_DN21809_c0_g1_i1,7.30E-69,Tubulin/FtsZ
Tubulin|PF00091.26,ppa_stranded_DN23346_c0_g1_i5,1.60E-61,Tubulin/FtsZ
Tubulin|PF00091.26,ppa_stranded_DN27959_c3_g1_i1,7.60E-71,Tubulin/FtsZ
Tubulin|PF00091.26,ppa_stranded_DN31157_c1_g1_i5,4.10E-71,Tubulin/FtsZ
Tubulin|PF00091.26,ppa_stranded_DN31157_c1_g4_i5,8.60E-61,Tubulin/FtsZ
Tubulin|PF00091.26,PPA00215,6.20E-70,Tubulin/FtsZ
Tubulin|PF00091.26,PPA01431,4.40E-65,Tubulin/FtsZ
Tubulin|PF00091.26,PPA06585,1.00E-45,Tubulin/FtsZ
Tubulin|PF00091.26,PPA10572,2.60E-53,Tubulin/FtsZ
Tubulin|PF00091.26,PPA35471,2.10E-70,Tubulin/FtsZ
Tubulin|PF00091.26,PPA41332,1.30E-46,Tubulin/FtsZ
Tubulin|PF00091.26,UMM-S421-0.7-mRNA-1_frag,6.10E-71,Tubulin/FtsZ
Tudor_3|PF18115.2,ppa_stranded_DN26929_c1_g1_i1,2.90E-05,DNA
Tudor-knot|PF11717.9,PPA06121,2.20E-09,RNA
Tudor-knot|PF11717.9,PPA08502,1.40E-05,RNA
Tudor-knot|PF11717.9,PPA13694,0.00048,RNA
Tudor-knot|PF11717.9,PPA46126,0.00039,RNA
Tudor-knot|PF11717.9,PPA46127,1.20E-05,RNA
TUDOR|PF00567.25,ppa_stranded_DN18834_c0_g2_i1,0.00019,Tudor
TUDOR|PF00567.25,ppa_stranded_DN29843_c1_g1_i1,6.40E-22,Tudor
TUDOR|PF00567.25,ppa_stranded_DN30235_c7_g1_i3,1.90E-20,Tudor
TUDOR|PF00567.25,PPA07564,3.00E-05,Tudor
TUDOR|PF00567.25,PPA16554,6.90E-25,Tudor
TUDOR|PF00567.25,PPA43339,4.80E-08,Tudor
TUG-UBL1|PF11470.9,PPA39064,1.90E-23,TUG
Tup_N|PF08581.11,PPA26690,0.00084,Tup
TUSC2|PF15000.7,ppa_stranded_DN31579_c0_g2_i1,8.80E-18,Tumour
TUTase|PF19088.1,ppa_stranded_DN28820_c0_g1_i4,5.40E-07,TUTase
TUTase|PF19088.1,ppa_stranded_DN30621_c0_g1_i1,2.60E-36,TUTase
TUTase|PF19088.1,PPA37952,8.00E-17,TUTase
TUTase|PF19088.1,PPA40152,1.30E-13,TUTase
Tweety|PF04906.14,PPA19580,6.80E-38,Tweety
Tyr_Deacylase|PF02580.17,ppa_stranded_DN30295_c0_g3_i3,3.30E-52,D-Tyr-tRNA(Tyr)
Tyr-DNA_phospho|PF06087.13,ppa_stranded_DN28384_c0_g1_i1,6.70E-96,Tyrosyl-DNA
Tyrosinase|PF00264.21,ppa_stranded_DN26005_c0_g2_i2,2.30E-33,Common
Tyrosinase|PF00264.21,ppa_stranded_DN27783_c0_g1_i1,3.60E-26,Common
Tyrosinase|PF00264.21,ppa_stranded_DN31662_c3_g5_i6,1.20E-36,Common
Tyrosinase|PF00264.21,PPA00945,8.10E-33,Common
Tyrosinase|PF00264.21,PPA01688,9.60E-22,Common
Tyrosinase|PF00264.21,PPA12237,3.80E-26,Common
Tyrosinase|PF00264.21,PPA15535,3.20E-24,Common
Tyrosinase|PF00264.21,PPA25669,1.90E-35,Common
Tyrosinase|PF00264.21,PPA39523,1.10E-30,Common
Tyrosinase|PF00264.21,PPA40617,1.50E-29,Common
U-box|PF04564.16,ppa_stranded_DN31633_c2_g4_i3,4.30E-29,U-box
U-box|PF04564.16,PPA39788,3.30E-25,U-box
U-box|PF04564.16,PPA40935,3.70E-25,U-box
U-box|PF04564.16,PPA40942,5.30E-27,U-box
U-box|PF04564.16,PPA43348,1.10E-27,U-box
U1snRNP70_N|PF12220.9,PPA03182,9.60E-24,U1
U3_assoc_6|PF08640.12,Iso_D.3649.1,7.80E-12,U3
UAA|PF08449.12,ppa_stranded_DN23612_c0_g1_i2,7.40E-53,UAA
UAA|PF08449.12,ppa_stranded_DN26053_c0_g1_i1,8.10E-59,UAA
UAA|PF08449.12,ppa_stranded_DN31241_c1_g1_i2,1.30E-84,UAA
UAA|PF08449.12,PPA36622,2.00E-58,UAA
UAA|PF08449.12,PPA38639,5.00E-93,UAA
UBA_4|PF14555.7,PPA21375,1.70E-07,UBA-like
UBA_4|PF14555.7,PPA22487,1.20E-10,UBA-like
UBA|PF00627.32,isototal.2303.1,8.20E-21,UBA/TS-N
UBA|PF00627.32,ppa_stranded_DN29873_c1_g2_i1,0.003,UBA/TS-N
UBA|PF00627.32,PPA01857,0.00059,UBA/TS-N
UBA|PF00627.32,PPA35278,8.70E-07,UBA/TS-N
UBA2_C|PF16195.6,PPA35119,0.00065,SUMO-activating
UbiA|PF01040.19,ppa_stranded_DN80_c0_g2_i1,2.70E-44,UbiA
UbiA|PF01040.19,PPA02755,2.10E-62,UbiA
Ubie_methyltran|PF01209.19,ppa_stranded_DN28353_c0_g1_i1,1.90E-85,ubiE/COQ5
Ubiq_cyt_C_chap|PF03981.13,ppa_stranded_DN20705_c0_g1_i1,2.00E-27,Ubiquinol-cytochrome
ubiquitin|PF00240.24,Contig103-snapTAU.7,3.50E-08,Ubiquitin
ubiquitin|PF00240.24,Iso_D.7436.1,2.80E-300,Ubiquitin
ubiquitin|PF00240.24,Iso_D.7436.2,9.70E-277,Ubiquitin
ubiquitin|PF00240.24,Iso_D.8499.1,1.50E-201,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN19523_c0_g1_i1,2.50E-141,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN24509_c0_g2_i1,3.50E-10,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN30168_c0_g1_i3,5.30E-21,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN30168_c0_g2_i3,5.30E-27,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN30424_c2_g3_i3,4.10E-80,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN31617_c3_g3_i1,4.90E-28,Ubiquitin
ubiquitin|PF00240.24,ppa_stranded_DN36955_c0_g1_i1,7.30E-10,Ubiquitin
ubiquitin|PF00240.24,PPA09139,2.10E-23,Ubiquitin
ubiquitin|PF00240.24,PPA09659,2.50E-16,Ubiquitin
ubiquitin|PF00240.24,PPA10645,1.80E-05,Ubiquitin
ubiquitin|PF00240.24,PPA14361,1.20E-06,Ubiquitin
ubiquitin|PF00240.24,PPA18770,0.0078,Ubiquitin
ubiquitin|PF00240.24,PPA19878,2.20E-10,Ubiquitin
ubiquitin|PF00240.24,PPA25429,5.20E-13,Ubiquitin
ubiquitin|PF00240.24,PPA29170,6.40E-18,Ubiquitin
ubiquitin|PF00240.24,PPA34855,7.50E-10,Ubiquitin
ubiquitin|PF00240.24,PPA34882,1.70E-17,Ubiquitin
ubiquitin|PF00240.24,PPA39853,5.00E-08,Ubiquitin
ubiquitin|PF00240.24,PPA44438,5.00E-13,Ubiquitin
UBM|PF14377.7,PPA33761,0.003,Ubiquitin
UBX|PF00789.21,Contig2-snapTAU.382,2.20E-17,UBX
UBX|PF00789.21,ppa_stranded_DN16336_c0_g1_i1,1.40E-08,UBX
UBX|PF00789.21,ppa_stranded_DN29873_c5_g6_i1,6.70E-16,UBX
UBX|PF00789.21,PPA39895,1.80E-16,UBX
UBX|PF00789.21,PPA39901,7.60E-16,UBX
UCH_1|PF13423.7,ppa_stranded_DN19120_c0_g1_i1,3.80E-39,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN19168_c0_g1_i1,5.90E-47,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN23509_c0_g2_i2,3.60E-40,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN28256_c0_g2_i3,6.80E-72,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN28601_c1_g1_i1,1.30E-79,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN28785_c0_g1_i4,3.20E-71,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN29657_c0_g1_i9,3.80E-34,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN29767_c0_g2_i1,5.60E-44,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN31349_c1_g4_i1,2.90E-101,Ubiquitin
UCH|PF00443.30,ppa_stranded_DN31544_c6_g11_i2,4.40E-45,Ubiquitin
UCH|PF00443.30,PPA00443,7.40E-34,Ubiquitin
UCH|PF00443.30,PPA11085,1.30E-12,Ubiquitin
UCH|PF00443.30,PPA11086,1.80E-19,Ubiquitin
UCH|PF00443.30,PPA11824,2.50E-47,Ubiquitin
UCH|PF00443.30,PPA13575,4.40E-103,Ubiquitin
UCH|PF00443.30,PPA15984,2.70E-20,Ubiquitin
UCH|PF00443.30,PPA17634,7.60E-64,Ubiquitin
UCH|PF00443.30,PPA19796,4.30E-83,Ubiquitin
UCH|PF00443.30,PPA22641,4.80E-71,Ubiquitin
UCH|PF00443.30,PPA23732,2.10E-65,Ubiquitin
UCH|PF00443.30,PPA30315,1.80E-93,Ubiquitin
UCH|PF00443.30,PPA36681,5.00E-69,Ubiquitin
UCH|PF00443.30,PPA38250,2.10E-79,Ubiquitin
UCH|PF00443.30,PPA39510,1.20E-22,Ubiquitin
UCR_14kD|PF02271.17,PPA37071,7.50E-24,Ubiquinol-cytochrome
UCR_6-4kD|PF08997.11,ppa_stranded_DN10666_c0_g2_i1,6.00E-06,Ubiquinol-cytochrome
UCR_hinge|PF02320.17,ppa_stranded_DN4443_c0_g1_i1,5.60E-18,Ubiquinol-cytochrome
UCR_TM|PF02921.15,PPA14577,1.60E-22,Ubiquinol
UCR_UQCRX_QCR9|PF05365.13,PPA36640,3.00E-15,Ubiquinol-cytochrome
UDG|PF03167.20,ppa_stranded_DN23977_c1_g2_i1,1.50E-21,Uracil
UDPG_MGDP_dh_N|PF03721.15,ppa_stranded_DN11456_c0_g2_i1,5.30E-67,UDP-glucose/GDP-mannose
UDPGP|PF01704.19,Iso_D.10782.1,2.40E-40,UTP--glucose-1-phosphate
UDPGP|PF01704.19,ppa_stranded_DN29526_c0_g2_i1,2.00E-116,UTP--glucose-1-phosphate
UDPGP|PF01704.19,PPA08493,1.90E-156,UTP--glucose-1-phosphate
UDPGT|PF00201.19,Contig10-snapTAU.71,2.00E-56,UDP-glucoronosyl
UDPGT|PF00201.19,Contig12-snapTAU.208,1.40E-42,UDP-glucoronosyl
UDPGT|PF00201.19,Contig35-snapTAU.242,1.60E-31,UDP-glucoronosyl
UDPGT|PF00201.19,Contig39-snapTAU.178,4.30E-28,UDP-glucoronosyl
UDPGT|PF00201.19,Contig42-snapTAU.20,1.60E-46,UDP-glucoronosyl
UDPGT|PF00201.19,Contig42-snapTAU.77,9.10E-47,UDP-glucoronosyl
UDPGT|PF00201.19,Contig45-snapTAU.35,1.40E-46,UDP-glucoronosyl
UDPGT|PF00201.19,Contig52-snapTAU.177,1.70E-27,UDP-glucoronosyl
UDPGT|PF00201.19,Contig52-snapTAU.179,1.40E-44,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.55,2.60E-40,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.59,1.70E-41,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.60,7.10E-53,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.68,8.10E-59,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.69,6.10E-17,UDP-glucoronosyl
UDPGT|PF00201.19,Contig7-snapTAU.70,8.50E-29,UDP-glucoronosyl
UDPGT|PF00201.19,Contig87-snapTAU.13,3.90E-09,UDP-glucoronosyl
UDPGT|PF00201.19,Contig91-snapTAU.72,1.10E-42,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.10001.1,7.00E-59,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.10020.4,3.10E-43,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.10021.3,7.40E-36,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.10133.1,1.70E-52,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.2416.1,9.40E-29,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.5361.1,1.80E-05,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.5784.1,2.50E-57,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.6086.1,8.30E-60,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.7494.2,1.60E-09,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.9235.1,8.90E-58,UDP-glucoronosyl
UDPGT|PF00201.19,Iso_D.9998.1,5.90E-39,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN13392_c0_g2_i1,1.20E-11,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN14852_c0_g2_i1,5.80E-18,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN154_c0_g1_i1,2.50E-20,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN15993_c0_g2_i1,6.10E-42,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN19477_c0_g1_i1,8.20E-20,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN19803_c0_g1_i1,1.00E-42,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN20806_c0_g1_i1,3.40E-47,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN20812_c0_g1_i2,8.50E-65,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN24037_c0_g2_i1,2.60E-72,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN24307_c0_g1_i1,6.90E-47,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN24708_c0_g1_i2,6.80E-12,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN24767_c0_g3_i1,2.70E-54,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN24944_c0_g1_i1,1.00E-32,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25120_c0_g1_i1,3.30E-53,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25339_c0_g1_i1,2.30E-55,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25339_c0_g2_i1,1.40E-52,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25369_c0_g1_i2,1.10E-62,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25431_c0_g1_i1,7.90E-63,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25649_c0_g1_i2,1.50E-64,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25669_c0_g1_i2,6.20E-70,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN25999_c0_g2_i2,4.50E-47,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN26326_c0_g1_i1,7.30E-61,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN27632_c0_g1_i2,8.50E-41,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN27796_c0_g1_i2,1.30E-65,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN28325_c0_g2_i1,8.90E-49,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN28458_c0_g1_i2,6.10E-24,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN28477_c0_g2_i1,1.30E-52,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN28563_c4_g4_i1,5.80E-55,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN28643_c2_g1_i2,3.60E-57,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN2881_c0_g1_i1,1.50E-21,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN29012_c0_g1_i1,7.10E-50,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN29232_c0_g2_i3,2.30E-61,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN29739_c0_g1_i1,4.20E-41,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN30276_c5_g10_i1,7.80E-29,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN30306_c0_g1_i2,2.20E-06,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN30741_c1_g1_i1,9.30E-27,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN30920_c0_g1_i3,5.10E-46,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN30920_c0_g2_i1,9.00E-10,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN31048_c3_g11_i8,1.70E-18,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN31284_c1_g1_i2,0.00093,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN31284_c2_g1_i1,1.60E-07,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN31384_c1_g1_i1,1.40E-46,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN31550_c1_g2_i14,8.90E-54,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN35919_c0_g1_i1,2.40E-31,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN40996_c0_g1_i1,2.20E-16,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN41292_c0_g1_i1,5.60E-10,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN45947_c0_g1_i1,2.90E-43,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN46154_c0_g1_i1,1.50E-25,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN46701_c0_g1_i1,1.90E-17,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN7636_c0_g1_i1,1.60E-48,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN8214_c0_g2_i1,1.90E-05,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN8257_c0_g1_i1,3.40E-08,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN9285_c0_g1_i1,1.10E-60,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN9322_c0_g2_i1,4.90E-23,UDP-glucoronosyl
UDPGT|PF00201.19,ppa_stranded_DN9815_c0_g2_i1,7.30E-05,UDP-glucoronosyl
UDPGT|PF00201.19,PPA00460,3.10E-50,UDP-glucoronosyl
UDPGT|PF00201.19,PPA02825,2.70E-56,UDP-glucoronosyl
UDPGT|PF00201.19,PPA03138,2.70E-54,UDP-glucoronosyl
UDPGT|PF00201.19,PPA03146,9.30E-112,UDP-glucoronosyl
UDPGT|PF00201.19,PPA03765,8.20E-24,UDP-glucoronosyl
UDPGT|PF00201.19,PPA04369,2.10E-35,UDP-glucoronosyl
UDPGT|PF00201.19,PPA04408,2.50E-35,UDP-glucoronosyl
UDPGT|PF00201.19,PPA04431,1.10E-14,UDP-glucoronosyl
UDPGT|PF00201.19,PPA05128,8.80E-44,UDP-glucoronosyl
UDPGT|PF00201.19,PPA05773,1.10E-43,UDP-glucoronosyl
UDPGT|PF00201.19,PPA05774,1.60E-115,UDP-glucoronosyl
UDPGT|PF00201.19,PPA05791,2.90E-43,UDP-glucoronosyl
UDPGT|PF00201.19,PPA05869,2.30E-34,UDP-glucoronosyl
UDPGT|PF00201.19,PPA06055,8.70E-81,UDP-glucoronosyl
UDPGT|PF00201.19,PPA06664,3.00E-47,UDP-glucoronosyl
UDPGT|PF00201.19,PPA07876,8.30E-46,UDP-glucoronosyl
UDPGT|PF00201.19,PPA07908,7.80E-65,UDP-glucoronosyl
UDPGT|PF00201.19,PPA08378,5.40E-51,UDP-glucoronosyl
UDPGT|PF00201.19,PPA09996,2.10E-48,UDP-glucoronosyl
UDPGT|PF00201.19,PPA10457,3.30E-129,UDP-glucoronosyl
UDPGT|PF00201.19,PPA10854,5.10E-56,UDP-glucoronosyl
UDPGT|PF00201.19,PPA11529,4.20E-64,UDP-glucoronosyl
UDPGT|PF00201.19,PPA12233,2.50E-46,UDP-glucoronosyl
UDPGT|PF00201.19,PPA12275,3.80E-22,UDP-glucoronosyl
UDPGT|PF00201.19,PPA13035,1.10E-12,UDP-glucoronosyl
UDPGT|PF00201.19,PPA13040,2.20E-52,UDP-glucoronosyl
UDPGT|PF00201.19,PPA13325,1.20E-26,UDP-glucoronosyl
UDPGT|PF00201.19,PPA14680,5.70E-32,UDP-glucoronosyl
UDPGT|PF00201.19,PPA14684,3.60E-38,UDP-glucoronosyl
UDPGT|PF00201.19,PPA14691,2.60E-61,UDP-glucoronosyl
UDPGT|PF00201.19,PPA15266,2.20E-50,UDP-glucoronosyl
UDPGT|PF00201.19,PPA15603,8.30E-25,UDP-glucoronosyl
UDPGT|PF00201.19,PPA16098,5.30E-56,UDP-glucoronosyl
UDPGT|PF00201.19,PPA16104,3.70E-91,UDP-glucoronosyl
UDPGT|PF00201.19,PPA16433,1.20E-39,UDP-glucoronosyl
UDPGT|PF00201.19,PPA18460,1.60E-51,UDP-glucoronosyl
UDPGT|PF00201.19,PPA22148,3.50E-19,UDP-glucoronosyl
UDPGT|PF00201.19,PPA22271,1.80E-46,UDP-glucoronosyl
UDPGT|PF00201.19,PPA22371,1.90E-42,UDP-glucoronosyl
UDPGT|PF00201.19,PPA22574,5.50E-145,UDP-glucoronosyl
UDPGT|PF00201.19,PPA23817,1.00E-54,UDP-glucoronosyl
UDPGT|PF00201.19,PPA23869,4.40E-52,UDP-glucoronosyl
UDPGT|PF00201.19,PPA24248,0.00037,UDP-glucoronosyl
UDPGT|PF00201.19,PPA24250,1.60E-67,UDP-glucoronosyl
UDPGT|PF00201.19,PPA25352,3.10E-64,UDP-glucoronosyl
UDPGT|PF00201.19,PPA25822,4.30E-27,UDP-glucoronosyl
UDPGT|PF00201.19,PPA26105,1.40E-52,UDP-glucoronosyl
UDPGT|PF00201.19,PPA26906,3.80E-58,UDP-glucoronosyl
UDPGT|PF00201.19,PPA27050,9.50E-53,UDP-glucoronosyl
UDPGT|PF00201.19,PPA27597,1.70E-38,UDP-glucoronosyl
UDPGT|PF00201.19,PPA29358,1.50E-40,UDP-glucoronosyl
UDPGT|PF00201.19,PPA32611,3.30E-29,UDP-glucoronosyl
UDPGT|PF00201.19,PPA33291,1.40E-30,UDP-glucoronosyl
UDPGT|PF00201.19,PPA33927,3.30E-15,UDP-glucoronosyl
UDPGT|PF00201.19,PPA34180,1.40E-47,UDP-glucoronosyl
UDPGT|PF00201.19,PPA35269,5.40E-127,UDP-glucoronosyl
UDPGT|PF00201.19,PPA35270,2.50E-114,UDP-glucoronosyl
UDPGT|PF00201.19,PPA35273,1.50E-39,UDP-glucoronosyl
UDPGT|PF00201.19,PPA35454,3.80E-58,UDP-glucoronosyl
UDPGT|PF00201.19,PPA36120,7.90E-65,UDP-glucoronosyl
UDPGT|PF00201.19,PPA36173,4.90E-44,UDP-glucoronosyl
UDPGT|PF00201.19,PPA36244,6.00E-48,UDP-glucoronosyl
UDPGT|PF00201.19,PPA37615,9.60E-41,UDP-glucoronosyl
UDPGT|PF00201.19,PPA38803,3.30E-48,UDP-glucoronosyl
UDPGT|PF00201.19,PPA39996,2.90E-57,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40508,4.30E-08,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40528,9.90E-132,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40531,1.90E-28,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40609,1.20E-49,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40662,4.90E-20,UDP-glucoronosyl
UDPGT|PF00201.19,PPA40912,1.60E-54,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41086,2.00E-45,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41101,1.50E-27,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41104,0.00093,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41113,5.20E-54,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41140,3.40E-47,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41380,3.30E-37,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41383,5.80E-11,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41764,7.30E-61,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41840,6.60E-58,UDP-glucoronosyl
UDPGT|PF00201.19,PPA41960,8.00E-54,UDP-glucoronosyl
UDPGT|PF00201.19,PPA42406,8.80E-52,UDP-glucoronosyl
UDPGT|PF00201.19,PPA42489,2.60E-46,UDP-glucoronosyl
UDPGT|PF00201.19,PPA45321,3.50E-50,UDP-glucoronosyl
Uds1|PF15456.7,PPA41847,0.0041,Up-regulated
UEV|PF05743.14,ppa_stranded_DN48022_c0_g1_i1,4.20E-38,UEV
UFC1|PF08694.12,PPA00926,4.60E-83,Ubiquitin-fold
UFD1|PF03152.15,PPA17171,9.00E-66,Ubiquitin
Ufd2P_core|PF10408.10,isopolya.2844.1,1.90E-132,Ubiquitin
Ufm1|PF03671.15,ppa_stranded_DN40165_c0_g1_i1,8.10E-42,Ubiquitin
UL45|PF05473.13,PPA14955,0.00021,UL45
ULD|PF16534.6,PPA06943,8.10E-18,Ubiquitin-like
UME|PF08064.14,PPA24676,0.0014,UME
UMP1|PF05348.12,ppa_stranded_DN20281_c0_g1_i1,1.40E-07,Proteasome
UMPH-1|PF05822.13,PPA07194,3.00E-05,Pyrimidine
UMPH-1|PF05822.13,PPA07721,1.80E-53,Pyrimidine
UMPH-1|PF05822.13,PPA11033,5.10E-77,Pyrimidine
UMPH-1|PF05822.13,PPA12283,4.80E-09,Pyrimidine
UMPH-1|PF05822.13,PPA40140,1.20E-53,Pyrimidine
UMPH-1|PF05822.13,PPA41195,0.00015,Pyrimidine
UMPH-1|PF05822.13,PPA43142,2.20E-66,Pyrimidine
UNC-50|PF05216.14,PPA31602,2.60E-78,UNC-50
UNC-79|PF14776.7,PPA19972,5.40E-219,Cation-channel
UNC-93|PF05978.17,Contig28-snapTAU.57,6.10E-52,Ion
UNC-93|PF05978.17,Iso_D.10200.2,1.90E-43,Ion
UNC-93|PF05978.17,ppa_stranded_DN10152_c0_g1_i1,1.10E-48,Ion
UNC-93|PF05978.17,ppa_stranded_DN15126_c0_g1_i1,2.40E-23,Ion
UNC-93|PF05978.17,ppa_stranded_DN20883_c0_g1_i1,6.90E-29,Ion
